"Identifiant technique de la structure","Raison sociale site","Enseigne commerciale site","Complément destinataire (coord. structure)","Complément point géographique (coord. structure)","Numéro Voie (coord. structure)","Indice répétition voie (coord. structure)","Code type de voie (coord. structure)","Libellé type de voie (coord. structure)","Libellé Voie (coord. structure)","Mention distribution (coord. structure)","Bureau cedex (coord. structure)","Code postal (coord. structure)","Code commune (coord. structure)","Libellé commune (coord. structure)","Code pays (coord. structure)","Libellé pays (coord. structure)","Téléphone (coord. structure)","Téléphone 2 (coord. structure)","Télécopie (coord. structure)","Adresse e-mail (coord. structure)","Code Département (structure)","Libellé Département (structure)","Ancien identifiant de la structure","Autorité d'enregistrement","Code secteur d'activité","Libellé secteur d'activité","Code section tableau pharmaciens","Libellé section tableau pharmaciens","Code rôle","Libellé rôle","Code genre activité","Libellé genre activité",
F06000423101052020,"SARL PHARMACIE INTERNATIONALE SOUSSAN",,,,38,,BD,Boulevard,MARINONI,,"06310 BEAULIEU-SUR-MER",06310,06011,Beaulieu-sur-Mer,,,0493010139,,0493012356,j.gemma700@orange.fr,,,1060004231,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004249,"EHPAD DOLCE FARNIENTE",,,,29,,AV,Avenue,"DOLCE FARNIENTE",,"06110 LE CANNET",06110,06030,"Le Cannet",,,0493065656,,0493991837,,,,1060004249,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000426401102019,"SELAS PHARMACIE FOCSUC","PHARMACIE ANGLAISE",,,45,,BD,Boulevard,MARINONI,,"06310 BEAULIEU-SUR-MER",06310,06011,Beaulieu-sur-Mer,,,0493010035,0659558290,0493012606,vladfocsuc@yahoo.fr,,,1060004264,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000428013062024,"SELARL PHARMACIE AZUREA",,,,2,,R,Rue,"CAMILLE BLANC",,"06240 BEAUSOLEIL",06240,06012,Beausoleil,,,0493783560,,0493176222,falcinellinadia@gmail.com,,,1060004280,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000431406092010,"SARL PHARMACIE SEGUY",,,,,,R,Rue,"TIVOLI ET 15 AVENUE CAMILLE BLANC",,"06240 BEAUSOLEIL",06240,06012,Beausoleil,,,0493784005,,0493784005,nadine.seguy4@orange.fr,,,1060004314,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000433001052020,"SELARL PHARMACIE CONCINA","PHARMACIE DES MONEGHETTI",,,11,,BD,Boulevard,"DES MONEGHETTI",,"06240 BEAUSOLEIL",06240,06012,Beausoleil,99000,France,0986000288,,0493418966,pharmaciemoneghetti@outlook.com,,,1060004330,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000436301012019,"SELARL PHARMACIE ANDORRA",,,,1,,BD,Boulevard,"DE LA REPUBLIQUE",,"06240 BEAUSOLEIL",06240,06012,Beausoleil,,,0493784403,0670700955,0493789877,pharmacie.francomonegasque@orange.fr,,,1060004363,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004389,"CSAPA EMERGENCE PSA",,,,3,,AV,Avenue,"MARTIN LUTHER KING",,"06200 NICE",06200,06088,Nice,,,0492478181,,0157673455,,,,1060004389,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000439708012007,"SELARL PHIE DU SOLEIL KAYTANDJIAN",,,,4,,BD,Boulevard,"DE LA REPUBLIQUE",,"06240 BEAUSOLEIL",06240,06012,Beausoleil,99000,France,0493784123,,0493789238,,,,1060004397,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000441301012023,"SELAS GRANDE PHARMACIE DE ST-PHILIPPE",,,"ESPA CAL ST PHILIPPE  ZAC ST PHILIPPE",,,AV,Avenue,"DE ROUMANILLE",,"06410 BIOT",06410,06018,Biot,,,0493650016,,0493657670,jeromeglaesner@icloud.com,,,1060004413,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000444701062019,"SELARL PHARMACIE PICARD SOUSSAN",,,,495,,RTE,Route,"DE LA MER",,"06410 BIOT",06410,06018,Biot,,,0493651877,0668076703,0493655102,pharmaciepicardsoussan@gmail.com,,,1060004447,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000446201052025,"SELAS  PHARMACIE DE LA POINTE",,,"LA POINTE DE BLAUSASC",13,,RTE,Route,"DEPARTEMENTALE 2204",,"06440 BLAUSASC",06440,06019,Blausasc,,,0422534968,,0493912009,thibault.tchilinguirian@gmail.com,,,1060004462,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000448801052023,"SELARL PHARMACIE DU PANORAMA",,,,,,PL,Place,"ST CLAUDE",,"06790 ASPREMONT",06790,06006,Aspremont,,,0497020855,,0497020826,vialefrederic@yahoo.fr,,,1060004488,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000449610092018,"SELARL PHARMACIE DURIF",,,,1,,R,Rue,"des Métiers","Lieu dit La Gare","06540 BREIL-SUR-ROYA",06540,06023,Breil-sur-Roya,99000,France,0493044030,,0493049133,pharmaciebreil@gmail.com,,,1060004496,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000451202052021,"SELARL PHARMACIE HOSPITAL",,,,31,BIS,R,Rue,"Frédéric Mistral",,"06530 CABRIS",06530,06026,Cabris,99000,France,0493605433,0672801475,0493605686,xavier.hospitalorange.fr@orange.fr,,,1060004512,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004538,"ECOLE DE SAGES FEMMES CHU DE NICE",,,"1ER ETAGE",10,,AV,Avenue,BANCO,,"06300 NICE",06300,06088,Nice,,,0492032100,,0492032114,,,,1060004538,CNOSF/CNOSF/ARS,SA19,"Etab. d'enseignement",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F06000454602012013,"SELARL PHARMACIE CENTRALE BAZERIES",,,,4,,AV,Avenue,"AUGUSTE RENOIR",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0492130436,,0492130718,axel.bazeries@hotmail.fr,,,1060004546,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000456101041993,"SELARL PHARMACIE SAGRANDI",,,,29,,AV,Avenue,"AUGUSTE RENOIR",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493206458,,0493732120,pharmacie-sagrandi@hotmail.fr,,,1060004561,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000459524112022,"SELARL PHARMACIE SORBA",,,,74,,AV,Avenue,"DE LA GARE",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493206559,,0493206241,grandepharmaciedecagnes@gmail.com,,,1060004595,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000461101112023,"SELARL PHARMACIE DU BEAL",,,,13,,AV,Avenue,"CYRILLE BESSET",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493206572,,0493738330,anaxo@hotmail.fr,,,1060004611,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004629,"CSAPA ACTES",,,,6,,AV,Avenue,"DE L'OLIVETTO",,"06000 NICE",06000,06088,Nice,,,0493531700,,0493531718,,,,1060004629,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000464516092006,"PHARMACIE KARP-LOPEZ","PHARMACIE DU DOMAINE DU LOUP",,"DOM DU LOUP",1,,AV,Avenue,"DE CAGNES",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493207881,,0967527881,phdomduloup@orange.fr,,,1060004645,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000466001012019,"SELAS PHIE BORDELET - TERRE D'AZUR",,,,84,,AV,Avenue,"DE NICE",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493316319,0619376034,0493144797,martine.bordelet@gmail.com,,,1060004660,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000469420042023,"SELAS  PHARMACIE DES VESPINS",,,,157,,AV,Avenue,"de Nice",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,99000,France,0493317839,,0493073558,pharmaciedesvespins2@gmail.com,,,1060004694,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000471001072022,"SELAS  NOUVELLE PHIE DES BOULEVARDS",,,,64,,BD,Boulevard,"MARECHAL JUIN",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,99000,France,0493200908,,0493208306,cmilliere@aol.com,,,1060004710,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004728,"CPO LE COTEAU",,,,,,RTE,Route,"DE SAINT LAURENT","LE PLAN DU BOIS","06610 LA GAUDE",06610,06065,"La Gaude",,,0492112573,,,,,,1060004728,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000474413062025,"SELARL  PHARMACIE DE LA GARE",,,,55,,AV,Avenue,"de la Gare",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,99000,France,0493209720,,0492100340,kalamucho@msn.com,,,1060004744,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000477713062025,"SELAS PHARMACIE DE L'HIPPODROME",,,,19,,BD,Boulevard,KENNEDY,,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0489058160,,,pharmaciekennedy19@gmail.com,,,1060004777,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000479301052014,"SELARL BAZERIES PHARMACIE SAINT-JEAN",,,,108,,AV,Avenue,"DES ALPES",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493201999,,0493220372,bazeries.simone@wanadoo.fr,,,1060004793,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000482701082018,"SELARL GRANDE PHARMACIE DE PROVENCE","SELARL GRANDE PHARMACIE DE PROVENCE",,,1,,PL,Place,"DU GENERAL DE GAULLE",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,99000,France,0493208533,,0493229696,,,,1060004827,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000484315092020,"SELARL PHARMACIE DU VAL FLEURI","PHARMACIE DU VAL FLEURI",,"CCAL DE CAGNES DEUX ETOILES",50,,CHE,Chemin,"VAL FLEURI",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493311770,,0492121656,pharmaciecauchi@orange.fr,,,1060004843,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004868,"CSAPA SAINTE MARIE",,,,87,,AV,Avenue,"J RAYBAUD",,"06000 NICE",06000,06088,Nice,,,0493135766,,0493135758,,,,1060004868,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000487601092011,"SELARL PHARMACIE LANTIERI PHE DU PORT",,,,7,,AV,Avenue,"JEAN  JAURES",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493312448,,0493141508,pharmaportcagnes@gmail.com,,,1060004876,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000489230122024,"SELAS PHARMACIE POLYGONE RIVIERA",,,"Centre Polygone Riviera  local D6",,,AV,Avenue,"des Alpes",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,99000,France,0493205306,,0493310291,marylinebataillon@gmail.com,,,1060004892,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060004918,"CHU DE NICE USLD DE TENDE",,,"HOPITAL DE TENDE",3,,AV,Avenue,"JEAN MEDECIN",,"06430 TENDE",06430,06163,Tende,,,0492035000,,0492034543,,,,1060004918,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000492601042008,"SELARL PHARMACIE ALLIBERT",,,,53,,AV,Avenue,"DES ALPES",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493310073,0612284176,0493319090,pharmacie.allibert@wanadoo.fr,,,1060004926,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000494228041989,"PHARMACIE TROISGROS",,,,13,,AV,Avenue,"DU 3 SEPTEMBRE",,"06320 CAP-D'AIL",06320,06032,Cap-d'Ail,,,0493782559,,0493781829,pharmacietroisgros.capdail@totum.fr,,,1060004942,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000497515041996,"PHARMACIE BARTHELON",,,"RES DE CAGNES",2,,CHE,Chemin,"DU VALLON DES VAUX",,"06800 CAGNES-SUR-MER",06800,06027,Cagnes-sur-Mer,,,0493315505,,0493315022,pharmacie.barthelon@orange.fr,,,1060004975,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000499103092021,"SELAS PHARMACIE LE VAILLANT",,,,2,,R,Rue,"de l'Eusière",,"06510 CARROS",06510,06033,Carros,99000,France,0493291833,,0493292414,philippelevaillant@yahoo.fr,,,1060004991,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000503001052018,"SELAS PHARMACIE CARROS LES PLANS","PHARMACIE CARROS LES PLANS",,,1092,,RTE,Route,"des Fraises","Lieu dit """"Lei Mourlanchiniers""""","06510 CARROS",06510,06033,Carros,99000,France,0493081345,0609563801,0493081345,pharmaciecarroslesplans@outlook.fr,,,1060005030,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000506301052021,"SELAS PHARMACIE DE COLOMARS","PHARMACIE DE COLOMARS",,,2,,R,Rue,"ETIENNE CURTI",,"06670 COLOMARS",06670,06046,Colomars,,,0493379232,,0492151055,pharmacie.colomars@hotmail.com,,,1060005063,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000509730032009,"SELARL PHARMACIE LA BASTIDE",,,,83,,AV,Avenue,"DU 3 SEPTEMBRE",,"06320 CAP-D'AIL",06320,06032,Cap-d'Ail,,,0493780860,,0493418937,selarlpharmacielabastide@orange.fr,,,1060005097,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000511316121996,"PHARMACIE TCHILINGUIRIAN-MAFFAIT",,,,,,PL,Place,"ABBE ANTOINE CAUVIN",,"06390 CONTES",06390,06048,Contes,,,0493792005,,0493792363,pharmacie-de-sclos@wanadoo.fr,,,1060005113,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060005139,"A.J. LA JOÏA - FRANCE-ALZHEIMER 06",,,,10,,R,Rue,MOLIERE,,"06100 NICE",06100,06088,Nice,,,0493526200,,0493523300,,,,1060005139,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000514714041989,"PHARMACIE TCHILINGUIRIAN",,,,18,,PL,Place,ALLARDI,,"06390 CONTES",06390,06048,Contes,,,0493790004,,0982620653,pharmacie.contoise@gmail.com,,,1060005147,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000516201012022,"SELAS PHARMACIE CARROS VILLE",,,,1,,PL,Place,"DU 08 MAI 1945",,"06510 CARROS",06510,06033,Carros,,,0493087042,,0493088300,caroruxton@hotmail.com,,,1060005162,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000519616012007,"SELARL PHARMACIE DE LA CONDAMINE",,,,27,,R,Rue,"VIRGILE BAREL",,"06340 DRAP",06340,06054,Drap,,,0493912349,0672222434,0493911136,pharmaciedelacondamine@gmail.com,,,1060005196,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000521226022018,"SELARL PHARMACIE DE DRAP","PHARMACIE DE DRAP",,,4,,BD,Boulevard,"DU GENERAL DE GAULLE",BP,"06340 DRAP",06340,06054,Drap,,,0493547758,,0493273263,hibahaidar@free.fr,,,1060005212,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000524601052014,"SELEURL PHARMACIE DE L'AIGLE",,,,,,PL,Place,COLETTE,,"06360 EZE",06360,06059,Èze,,,0493410617,,0492108720,pharmacie.eze@gmail.com,,,1060005246,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000526101042013,"SELARL PHARMACIE DE GATTIERES","PHARMACIE DE GATTIERES",,,160,,RTE,Route,"DE VENCE",,"06510 GATTIERES",06510,06064,Gattières,,,0493086173,,0493086980,pharmaciedegattieres@orange.fr,,,1060005261,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000531131072017,"SELAS PHIE DU VILLAGE DE GUILLAUMES","PHARMACIE DU VILLAGE DE GUILLAUMES",,,1,,AV,Avenue,"DU LIEUTENANT COLONELLI",,"06470 GUILLAUMES",06470,06071,Guillaumes,,,0493055020,,0493026305,boussard.lysiane@orange.fr,,,1060005311,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000534514102024,"SELARL PRODEL","PHARMACIE ISOLA 2000",,"Centre commercial du Tavels",,,,,"ISOLA 2000",,"06420 ISOLA",06420,06073,Isola,99000,France,0493231125,,0493231687,manon.prodel@hotmail.fr,,,1060005345,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060005360,"EHPAD SAINTE JULIETTE",,,,18,,R,Rue,"DES FRENES",,"06800 CAGNES SUR MER",06800,06027,Cagnes-sur-Mer,,,0492026100,,0492026102,,,,1060005360,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000539431012005,"SARL  PHARMACIE DU JEU DE PAUME",,,,67,,R,Rue,"GEORGES CLEMENCEAU",,"06480 COLLE-SUR-LOUP (LA)",06480,06044,"La Colle-sur-Loup",,,0493325412,,0493327157,georges.f@club-internet.fr,,,1060005394,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000541001072024,"SELAS PHARMACIE COLLOISE",,,,25,,BD,Boulevard,"HONORE TEISSEIRE",,"06480 LA COLLE SUR LOUP",06480,06044,"La Colle-sur-Loup",,,0493326603,,0493326603,pharmaciedesboulevards06800@gmail.com,,,1060005410,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000544401032024,"SELARL NOUVELLE PHARMACIE DE LA GAUDE",,,,3,,R,Rue,"LOUIS MICHEL FERAUD",,"06610 LA-GAUDE",06610,06065,"La Gaude",,,0493244282,,0493247319,bouteille.charlotte@hotmail.fr,,,1060005444,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F060005469,"L'OLIVERAIE DES CAYRONS",,,,275,,CHE,Chemin,"DE LA TOUR",,"06140 VENCE",06140,06157,Vence,,,0491112929,,0493112900,,,,1060005469,//ARS,SA04,"Etab. Privé Non PSPH",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F06000547708092008,"SELARL PHARMACIE PLAN DU BOIS",,,,,,LOT,Lotissement,"LES NERTIERES",,"06610 LA-GAUDE",06610,06065,"La Gaude",,,0493248822,,0493248820,pharmacieplandubois2@orange.fr,,,1060005477,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000549301072008,"SELARL PHARMACIE DE LA VESUBIE",,,,,,PL,Place,"DES TILLEULS",,"06450 LANTOSQUE",06450,06074,Lantosque,,,0493030018,,0493030537,pharma.vesubie@laposte.net,,,1060005493,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000552701052023,"SELARL PHARMACIE MASONI","PHARMACIE DU VILLAGE",,,65,,BD,Boulevard,"DU 8 MAI",,"06550 ROQUETTE-SUR-SIAGNE (LA)",06550,06108,"La Roquette-sur-Siagne",,,0492190444,,0492191646,paola.masoni06@gmail.com,,,1060005527,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000554301052025,"SELAS  PHARMACIE DE L'ESCARENE",,,,16,,R,Rue,"DU CHATEAU",,"06440 L-ESCARENE",06440,06057,L'Escarène,,,0493795025,,0970623540,pharmacie.escarene@gmail.com,,,1060005543,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000557631122021,"SELARL PHARMACIE GRANDJEAN",,,"FAISSE LONGUE",380,,RTE,Route,"DE DRAGUIGNAN",,"06530 TIGNET (LE)",06530,06140,"Le Tignet",,,0493660936,,0493660926,grandjean.pharmacie@hotmail.fr,,,1060005576,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F06000559223102023,"SELARL PHARMACIE LE MEUR-HENNECART",,,601-699,,,AV,Avenue,"General de Gaulle",,"06670 LEVENS",06670,06075,Levens,99000,France,,,,,,,1060005592,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
